target,position,layer,r2,r2_shuffled,r2_random
c2y~nonlin,val_x,28,-0.003636620683969527,0.006330583349342889,-0.007535127625673876
answer,pre_c1x,0,-0.0016542967647359408,-0.0032845496431888055,-0.0016542928735736595
x,pre_c1x,0,-0.00047397201781618215,-0.0034380184342259756,-0.0004739745828552522
c1x,pre_c1x,0,-0.001176930607882154,-0.0013405293541759455,-0.0011769299131223487
y,pre_c1x,0,-0.0010711810827757073,-0.002816249698053497,-0.0010711815950048553
c2y,pre_c1x,0,-0.0018287939846797219,-0.003188638667741772,-0.0018287922185469263
answer~nonlin,pre_c1x,0,-0.0024158517099683863,-0.0013818710132627032,-0.002415851727610052
x~nonlin,pre_c1x,0,-0.0009376203415001338,-0.0006329593933518396,-0.0009376205808977467
c1x~nonlin,pre_c1x,0,-0.0025018779724848006,-0.002459775324986646,-0.0025018779527428148
y~nonlin,pre_c1x,0,-0.0018619297882844776,-0.000882635107266827,-0.0018619298010493779
c2y~nonlin,pre_c1x,0,-0.002308918077617239,-0.0016795428175129246,-0.002308918142668759
answer,pre_c1x,2,0.10736842421862025,-0.010128456022433063,0.038071193267499526
x,pre_c1x,2,-0.0022185743303202443,-0.006973866351297264,-0.000964425951353709
c1x,pre_c1x,2,0.05025453942814151,-0.006595791710687582,0.0057054540683870725
y,pre_c1x,2,0.0947241741512651,-0.0012354604379389844,0.03765542140527456
c2y,pre_c1x,2,0.10881188289058807,-0.007840028678135491,0.03438926619112814
answer~nonlin,pre_c1x,2,0.05046464493038472,-0.006862362319850046,0.018912598545605896
x~nonlin,pre_c1x,2,0.006522073323534938,-0.001845871104862784,-0.002680584920441209
c1x~nonlin,pre_c1x,2,-0.013221304224659836,-0.013801020632417949,-0.0032449226554256416
y~nonlin,pre_c1x,2,0.14208806856222012,-0.0038892617640942095,0.07048354212158336
c2y~nonlin,pre_c1x,2,0.04842487031474463,0.0015908555654639,0.015986352252945202
answer,pre_c1x,4,0.5568868146654673,-0.011548628305453112,0.37436713694207147
x,pre_c1x,4,0.661140745913881,-0.007855326441313482,0.4602173120924795
c1x,pre_c1x,4,0.6757354014308297,-0.0036260079343037876,0.47217821106060665
y,pre_c1x,4,0.6845664584772796,-0.0010674534093317867,0.4809923022438676
c2y,pre_c1x,4,0.5618074497787408,-0.0071863061236359105,0.37132464730567427
answer~nonlin,pre_c1x,4,0.04524517134414541,-0.0031475363382362787,0.009224540639956591
x~nonlin,pre_c1x,4,0.16376317254392825,0.0018421109121773416,0.0966071303954602
c1x~nonlin,pre_c1x,4,-0.00393444753986949,-0.01815824521923215,-0.0045863701696795545
y~nonlin,pre_c1x,4,0.14513734645047738,-0.00142358914337537,0.06370476580370754
c2y~nonlin,pre_c1x,4,0.0418259062271249,0.005320696292554716,0.010588433923364837
answer,pre_c1x,6,0.5271971818020871,-0.01316593657933196,0.17039022756312616
x,pre_c1x,6,0.6057398465681276,-0.006876792134470344,0.2368612483802668
c1x,pre_c1x,6,0.6486731994654693,-0.0029099738923803464,0.24543249822298396
y,pre_c1x,6,0.649000994413486,-0.00011068515403356294,0.25970762126384406
