target,position,layer,top1_first_digit,top1_shuffled
c1x,dot_20,12,0.099,0.089
y,dot_20,12,0.09,0.1
c2y,dot_20,12,0.092,0.113
answer,dot_20,13,0.094,0.111
x,dot_20,13,0.081,0.099
c1x,dot_20,13,0.089,0.085
y,dot_20,13,0.1,0.094
c2y,dot_20,13,0.095,0.104
answer,dot_20,14,0.104,0.119
x,dot_20,14,0.104,0.075
c1x,dot_20,14,0.098,0.096
y,dot_20,14,0.103,0.088
c2y,dot_20,14,0.102,0.104
answer,dot_20,15,0.102,0.09
x,dot_20,15,0.097,0.103
c1x,dot_20,15,0.104,0.102
y,dot_20,15,0.099,0.105
c2y,dot_20,15,0.104,0.1
answer,dot_20,16,0.097,0.073
x,dot_20,16,0.085,0.106
c1x,dot_20,16,0.094,0.08
y,dot_20,16,0.083,0.099
c2y,dot_20,16,0.095,0.089
answer,dot_20,17,0.108,0.084
x,dot_20,17,0.083,0.102
c1x,dot_20,17,0.081,0.075
y,dot_20,17,0.074,0.081
c2y,dot_20,17,0.098,0.1
answer,dot_20,18,0.108,0.105
x,dot_20,18,0.09,0.103
c1x,dot_20,18,0.087,0.093
y,dot_20,18,0.09,0.113
c2y,dot_20,18,0.1,0.088
answer,dot_20,19,0.099,0.089
x,dot_20,19,0.09,0.126
c1x,dot_20,19,0.123,0.105
y,dot_20,19,0.097,0.128
c2y,dot_20,19,0.095,0.105
answer,dot_20,20,0.099,0.09
x,dot_20,20,0.095,0.112
c1x,dot_20,20,0.12,0.116
y,dot_20,20,0.112,0.132
c2y,dot_20,20,0.095,0.12
answer,dot_20,21,0.117,0.102
x,dot_20,21,0.096,0.104
c1x,dot_20,21,0.101,0.116
y,dot_20,21,0.101,0.122
c2y,dot_20,21,0.116,0.122
answer,dot_20,22,0.118,0.099
x,dot_20,22,0.098,0.102
c1x,dot_20,22,0.1,0.109
y,dot_20,22,0.111,0.122
c2y,dot_20,22,0.118,0.122
answer,dot_20,23,0.101,0.105
x,dot_20,23,0.257,0.098
c1x,dot_20,23,0.109,0.134
y,dot_20,23,0.118,0.118
c2y,dot_20,23,0.105,0.115
answer,dot_20,24,0.121,0.118
x,dot_20,24,0.301,0.104
c1x,dot_20,24,0.097,0.131
y,dot_20,24,0.106,0.124
c2y,dot_20,24,0.114,0.138
answer,dot_20,25,0.112,0.095
x,dot_20,25,0.403,0.102
c1x,dot_20,25,0.099,0.134
y,dot_20,25,0.106,0.125
c2y,dot_20,25,0.118,0.11
answer,dot_20,26,0.125,0.123
x,dot_20,26,0.386,0.103
c1x,dot_20,26,0.084,0.115
y,dot_20,26,0.107,0.113
c2y,dot_20,26,0.124,0.128
answer,dot_20,27,0.122,0.125
x,dot_20,27,0.255,0.11
c1x,dot_20,27,0.08,0.123
y,dot_20,27,0.093,0.107
c2y,dot_20,27,0.128,0.123
answer,dot_20,28,0.125,0.11
x,dot_20,28,0.196,0.102
c1x,dot_20,28,0.088,0.117
y,dot_20,28,0.097,0.102
c2y,dot_20,28,0.114,0.121
answer,dot_21,0,0.195,0.195
x,dot_21,0,0.127,0.127
c1x,dot_21,0,0.045,0.045
y,dot_21,0,0.048,0.048
c2y,dot_21,0,0.188,0.188
answer,dot_21,1,0.122,0.101
x,dot_21,1,0.115,0.103
c1x,dot_21,1,0.106,0.102
y,dot_21,1,0.124,0.104
c2y,dot_21,1,0.109,0.1
answer,dot_21,2,0.107,0.108
x,dot_21,2,0.108,0.091
c1x,dot_21,2,0.119,0.125
y,dot_21,2,0.123,0.097
c2y,dot_21,2,0.096,0.099
answer,dot_21,3,0.115,0.116
x,dot_21,3,0.117,0.092
c1x,dot_21,3,0.108,0.107
y,dot_21,3,0.107,0.101
c2y,dot_21,3,0.105,0.097
answer,dot_21,4,0.089,0.095
x,dot_21,4,0.101,0.093
c1x,dot_21,4,0.101,0.094
y,dot_21,4,0.096,0.088
c2y,dot_21,4,0.089,0.086
answer,dot_21,5,0.099,0.108
x,dot_21,5,0.112,0.083
c1x,dot_21,5,0.105,0.111
y,dot_21,5,0.117,0.112
c2y,dot_21,5,0.103,0.092
answer,dot_21,6,0.08,0.093
x,dot_21,6,0.104,0.086
c1x,dot_21,6,0.103,0.111
y,dot_21,6,0.103,0.1
c2y,dot_21,6,0.079,0.084
answer,dot_21,7,0.082,0.095
x,dot_21,7,0.113,0.087
c1x,dot_21,7,0.108,0.102
y,dot_21,7,0.112,0.097
c2y,dot_21,7,0.083,0.103
answer,dot_21,8,0.091,0.086
x,dot_21,8,0.104,0.087
c1x,dot_21,8,0.11,0.099
y,dot_21,8,0.115,0.109
c2y,dot_21,8,0.089,0.112
answer,dot_21,9,0.118,0.084
x,dot_21,9,0.101,0.116
c1x,dot_21,9,0.101,0.1
y,dot_21,9,0.099,0.115
c2y,dot_21,9,0.119,0.111
answer,dot_21,10,0.109,0.091
x,dot_21,10,0.074,0.108
c1x,dot_21,10,0.087,0.099
y,dot_21,10,0.092,0.116
c2y,dot_21,10,0.101,0.105
answer,dot_21,11,0.097,0.107
x,dot_21,11,0.093,0.099
c1x,dot_21,11,0.103,0.104
y,dot_21,11,0.107,0.113
c2y,dot_21,11,0.091,0.113
answer,dot_21,12,0.113,0.11
x,dot_21,12,0.095,0.101
c1x,dot_21,12,0.083,0.11
y,dot_21,12,0.089,0.097
c2y,dot_21,12,0.105,0.105
answer,dot_21,13,0.113,0.106
x,dot_21,13,0.085,0.088
c1x,dot_21,13,0.082,0.095
y,dot_21,13,0.084,0.1
c2y,dot_21,13,0.104,0.097
answer,dot_21,14,0.121,0.103
x,dot_21,14,0.106,0.093
c1x,dot_21,14,0.1,0.12
y,dot_21,14,0.097,0.109
c2y,dot_21,14,0.111,0.103
answer,dot_21,15,0.124,0.118
x,dot_21,15,0.123,0.114
c1x,dot_21,15,0.117,0.132
y,dot_21,15,0.121,0.123
c2y,dot_21,15,0.123,0.11
answer,dot_21,16,0.115,0.102
x,dot_21,16,0.098,0.102
c1x,dot_21,16,0.112,0.126
y,dot_21,16,0.102,0.107
c2y,dot_21,16,0.108,0.102
answer,dot_21,17,0.13,0.092
x,dot_21,17,0.106,0.104
c1x,dot_21,17,0.079,0.088
y,dot_21,17,0.077,0.094
c2y,dot_21,17,0.116,0.102
answer,dot_21,18,0.11,0.106
x,dot_21,18,0.105,0.101
c1x,dot_21,18,0.092,0.096
y,dot_21,18,0.085,0.106
c2y,dot_21,18,0.108,0.109
answer,dot_21,19,0.103,0.08
x,dot_21,19,0.104,0.099
c1x,dot_21,19,0.111,0.094
y,dot_21,19,0.101,0.12
c2y,dot_21,19,0.098,0.099
answer,dot_21,20,0.096,0.093
x,dot_21,20,0.104,0.097
c1x,dot_21,20,0.11,0.108
y,dot_21,20,0.108,0.11
c2y,dot_21,20,0.101,0.106
answer,dot_21,21,0.101,0.095
x,dot_21,21,0.094,0.096
c1x,dot_21,21,0.084,0.092
y,dot_21,21,0.09,0.108
c2y,dot_21,21,0.107,0.127
answer,dot_21,22,0.118,0.103
x,dot_21,22,0.084,0.103
c1x,dot_21,22,0.111,0.11
y,dot_21,22,0.129,0.119
c2y,dot_21,22,0.124,0.118
answer,dot_21,23,0.103,0.113
x,dot_21,23,0.154,0.091
c1x,dot_21,23,0.132,0.125
y,dot_21,23,0.137,0.122
c2y,dot_21,23,0.109,0.115
answer,dot_21,24,0.122,0.135
x,dot_21,24,0.177,0.104
c1x,dot_21,24,0.114,0.133
y,dot_21,24,0.11,0.123
c2y,dot_21,24,0.11,0.129
answer,dot_21,25,0.116,0.101
x,dot_21,25,0.309,0.111
c1x,dot_21,25,0.086,0.109
y,dot_21,25,0.092,0.115
c2y,dot_21,25,0.111,0.107
answer,dot_21,26,0.122,0.116
x,dot_21,26,0.311,0.109
c1x,dot_21,26,0.083,0.101
y,dot_21,26,0.093,0.111
c2y,dot_21,26,0.121,0.122
answer,dot_21,27,0.118,0.104
x,dot_21,27,0.193,0.104
c1x,dot_21,27,0.102,0.119
y,dot_21,27,0.104,0.109
c2y,dot_21,27,0.118,0.112
answer,dot_21,28,0.125,0.125
x,dot_21,28,0.165,0.097
c1x,dot_21,28,0.111,0.131
y,dot_21,28,0.121,0.101
c2y,dot_21,28,0.126,0.112
answer,dot_22,0,0.195,0.195
x,dot_22,0,0.127,0.127
c1x,dot_22,0,0.045,0.045
y,dot_22,0,0.048,0.048
c2y,dot_22,0,0.188,0.188
answer,dot_22,1,0.12,0.11
x,dot_22,1,0.106,0.1
c1x,dot_22,1,0.114,0.113
y,dot_22,1,0.116,0.101
c2y,dot_22,1,0.11,0.097
answer,dot_22,2,0.109,0.106
x,dot_22,2,0.117,0.089
c1x,dot_22,2,0.108,0.106
y,dot_22,2,0.111,0.094
c2y,dot_22,2,0.096,0.099
answer,dot_22,3,0.111,0.125
x,dot_22,3,0.107,0.098
c1x,dot_22,3,0.13,0.121
y,dot_22,3,0.112,0.111
c2y,dot_22,3,0.107,0.101
answer,dot_22,4,0.103,0.103
x,dot_22,4,0.089,0.108
c1x,dot_22,4,0.103,0.108
y,dot_22,4,0.096,0.092
c2y,dot_22,4,0.1,0.1
answer,dot_22,5,0.098,0.095
x,dot_22,5,0.096,0.077
c1x,dot_22,5,0.103,0.094
y,dot_22,5,0.106,0.094
c2y,dot_22,5,0.099,0.106
answer,dot_22,6,0.087,0.085
x,dot_22,6,0.084,0.083
c1x,dot_22,6,0.115,0.101
y,dot_22,6,0.111,0.095
c2y,dot_22,6,0.083,0.087
answer,dot_22,7,0.083,0.095
x,dot_22,7,0.098,0.082
c1x,dot_22,7,0.104,0.106
y,dot_22,7,0.104,0.094
c2y,dot_22,7,0.082,0.104
answer,dot_22,8,0.097,0.075
x,dot_22,8,0.1,0.106
c1x,dot_22,8,0.107,0.108
y,dot_22,8,0.109,0.106
c2y,dot_22,8,0.089,0.111
answer,dot_22,9,0.116,0.081
x,dot_22,9,0.096,0.118
c1x,dot_22,9,0.091,0.1
y,dot_22,9,0.097,0.115
c2y,dot_22,9,0.116,0.115
answer,dot_22,10,0.111,0.091
x,dot_22,10,0.077,0.112
c1x,dot_22,10,0.087,0.103
y,dot_22,10,0.087,0.114
c2y,dot_22,10,0.097,0.099
answer,dot_22,11,0.112,0.101
x,dot_22,11,0.093,0.103
c1x,dot_22,11,0.105,0.105
y,dot_22,11,0.102,0.115
c2y,dot_22,11,0.1,0.121
answer,dot_22,12,0.112,0.11
x,dot_22,12,0.091,0.102
c1x,dot_22,12,0.09,0.111
y,dot_22,12,0.098,0.102
c2y,dot_22,12,0.095,0.126
answer,dot_22,13,0.104,0.103
x,dot_22,13,0.091,0.088
c1x,dot_22,13,0.101,0.108
y,dot_22,13,0.108,0.128
c2y,dot_22,13,0.096,0.108
answer,dot_22,14,0.102,0.082
x,dot_22,14,0.098,0.064
c1x,dot_22,14,0.104,0.112
y,dot_22,14,0.104,0.117
c2y,dot_22,14,0.096,0.087
answer,dot_22,15,0.109,0.101
x,dot_22,15,0.113,0.076
c1x,dot_22,15,0.104,0.121
y,dot_22,15,0.107,0.119
c2y,dot_22,15,0.095,0.091
answer,dot_22,16,0.085,0.089
x,dot_22,16,0.106,0.075
c1x,dot_22,16,0.103,0.111
y,dot_22,16,0.096,0.105
c2y,dot_22,16,0.078,0.094
answer,dot_22,17,0.1,0.093
x,dot_22,17,0.1,0.084
c1x,dot_22,17,0.084,0.087
y,dot_22,17,0.074,0.111
c2y,dot_22,17,0.086,0.096
answer,dot_22,18,0.088,0.098
x,dot_22,18,0.111,0.088
c1x,dot_22,18,0.088,0.089
y,dot_22,18,0.078,0.113
c2y,dot_22,18,0.09,0.106
answer,dot_22,19,0.095,0.094
x,dot_22,19,0.099,0.091
c1x,dot_22,19,0.091,0.086
y,dot_22,19,0.09,0.1
c2y,dot_22,19,0.091,0.111
answer,dot_22,20,0.101,0.084
x,dot_22,20,0.114,0.091
c1x,dot_22,20,0.086,0.098
y,dot_22,20,0.077,0.097
c2y,dot_22,20,0.091,0.096
answer,dot_22,21,0.105,0.085
x,dot_22,21,0.09,0.077
c1x,dot_22,21,0.093,0.092
y,dot_22,21,0.085,0.102
c2y,dot_22,21,0.1,0.12
answer,dot_22,22,0.129,0.114
x,dot_22,22,0.091,0.087
c1x,dot_22,22,0.097,0.098
y,dot_22,22,0.103,0.124
c2y,dot_22,22,0.124,0.114
answer,dot_22,23,0.094,0.092
x,dot_22,23,0.17,0.095
c1x,dot_22,23,0.107,0.105
y,dot_22,23,0.103,0.115
c2y,dot_22,23,0.092,0.107
answer,dot_22,24,0.127,0.118
x,dot_22,24,0.185,0.099
c1x,dot_22,24,0.105,0.127
y,dot_22,24,0.1,0.141
c2y,dot_22,24,0.12,0.102
answer,dot_22,25,0.118,0.101
x,dot_22,25,0.235,0.097
c1x,dot_22,25,0.099,0.125
y,dot_22,25,0.1,0.126
c2y,dot_22,25,0.114,0.097
answer,dot_22,26,0.119,0.098
x,dot_22,26,0.256,0.095
c1x,dot_22,26,0.086,0.102
y,dot_22,26,0.11,0.106
c2y,dot_22,26,0.111,0.112
answer,dot_22,27,0.131,0.099
x,dot_22,27,0.172,0.104
c1x,dot_22,27,0.082,0.098
y,dot_22,27,0.093,0.1
c2y,dot_22,27,0.123,0.108
answer,dot_22,28,0.133,0.108
x,dot_22,28,0.152,0.1
c1x,dot_22,28,0.094,0.118
y,dot_22,28,0.107,0.104
c2y,dot_22,28,0.126,0.105
answer,dot_23,0,0.195,0.195
x,dot_23,0,0.127,0.127
c1x,dot_23,0,0.045,0.045
y,dot_23,0,0.048,0.048
c2y,dot_23,0,0.188,0.188
answer,dot_23,1,0.112,0.116
x,dot_23,1,0.111,0.09
c1x,dot_23,1,0.122,0.103
y,dot_23,1,0.124,0.114
c2y,dot_23,1,0.096,0.105
answer,dot_23,2,0.096,0.123
x,dot_23,2,0.096,0.085
c1x,dot_23,2,0.115,0.117
y,dot_23,2,0.119,0.113
c2y,dot_23,2,0.098,0.103
answer,dot_23,3,0.113,0.123
x,dot_23,3,0.102,0.09
c1x,dot_23,3,0.143,0.125
y,dot_23,3,0.123,0.127
c2y,dot_23,3,0.113,0.109
answer,dot_23,4,0.092,0.113
x,dot_23,4,0.082,0.108
c1x,dot_23,4,0.131,0.113
y,dot_23,4,0.118,0.119
c2y,dot_23,4,0.088,0.118
answer,dot_23,5,0.087,0.102
x,dot_23,5,0.093,0.089
c1x,dot_23,5,0.125,0.109
y,dot_23,5,0.12,0.101
c2y,dot_23,5,0.098,0.104
answer,dot_23,6,0.095,0.095
x,dot_23,6,0.083,0.09
c1x,dot_23,6,0.109,0.114
y,dot_23,6,0.096,0.091
c2y,dot_23,6,0.085,0.087
answer,dot_23,7,0.083,0.104
x,dot_23,7,0.101,0.09
c1x,dot_23,7,0.1,0.12
y,dot_23,7,0.105,0.098
c2y,dot_23,7,0.083,0.096
answer,dot_23,8,0.097,0.093
x,dot_23,8,0.106,0.106
c1x,dot_23,8,0.104,0.105
y,dot_23,8,0.112,0.104
c2y,dot_23,8,0.092,0.101
answer,dot_23,9,0.099,0.109
x,dot_23,9,0.092,0.117
c1x,dot_23,9,0.101,0.093
y,dot_23,9,0.107,0.107
c2y,dot_23,9,0.096,0.104
answer,dot_23,10,0.105,0.097
x,dot_23,10,0.087,0.108
c1x,dot_23,10,0.11,0.103
y,dot_23,10,0.114,0.095
c2y,dot_23,10,0.091,0.106
answer,dot_23,11,0.099,0.097
x,dot_23,11,0.093,0.109
c1x,dot_23,11,0.098,0.094
y,dot_23,11,0.112,0.097
c2y,dot_23,11,0.095,0.107
answer,dot_23,12,0.092,0.106
x,dot_23,12,0.088,0.099
c1x,dot_23,12,0.111,0.108
y,dot_23,12,0.112,0.105
c2y,dot_23,12,0.092,0.106
answer,dot_23,13,0.09,0.101
x,dot_23,13,0.094,0.089
c1x,dot_23,13,0.113,0.106
y,dot_23,13,0.104,0.113
c2y,dot_23,13,0.079,0.112
answer,dot_23,14,0.09,0.097
x,dot_23,14,0.104,0.097
c1x,dot_23,14,0.122,0.101
y,dot_23,14,0.118,0.106
c2y,dot_23,14,0.081,0.095
answer,dot_23,15,0.096,0.091
x,dot_23,15,0.112,0.097
c1x,dot_23,15,0.107,0.113
y,dot_23,15,0.105,0.111
c2y,dot_23,15,0.086,0.092
answer,dot_23,16,0.107,0.106
x,dot_23,16,0.107,0.094
c1x,dot_23,16,0.089,0.099
y,dot_23,16,0.093,0.106
c2y,dot_23,16,0.103,0.103
answer,dot_23,17,0.093,0.086
x,dot_23,17,0.103,0.069
c1x,dot_23,17,0.097,0.085
y,dot_23,17,0.092,0.093
c2y,dot_23,17,0.084,0.102
answer,dot_23,18,0.097,0.104
x,dot_23,18,0.112,0.086
c1x,dot_23,18,0.096,0.102
y,dot_23,18,0.082,0.114
c2y,dot_23,18,0.093,0.105
answer,dot_23,19,0.099,0.097
x,dot_23,19,0.096,0.1
c1x,dot_23,19,0.084,0.083
y,dot_23,19,0.082,0.089
c2y,dot_23,19,0.102,0.11
answer,dot_23,20,0.081,0.095
x,dot_23,20,0.102,0.096
c1x,dot_23,20,0.104,0.121
y,dot_23,20,0.112,0.113
c2y,dot_23,20,0.087,0.101
answer,dot_23,21,0.103,0.106
x,dot_23,21,0.106,0.093
c1x,dot_23,21,0.113,0.104
y,dot_23,21,0.119,0.098
c2y,dot_23,21,0.1,0.123
answer,dot_23,22,0.101,0.099
x,dot_23,22,0.097,0.084
c1x,dot_23,22,0.127,0.119
y,dot_23,22,0.139,0.132
c2y,dot_23,22,0.097,0.111
answer,dot_23,23,0.079,0.092
x,dot_23,23,0.091,0.092
c1x,dot_23,23,0.118,0.115
y,dot_23,23,0.126,0.124
c2y,dot_23,23,0.083,0.093
answer,dot_23,24,0.094,0.089
x,dot_23,24,0.096,0.092
c1x,dot_23,24,0.128,0.124
y,dot_23,24,0.128,0.152
c2y,dot_23,24,0.095,0.097
answer,dot_23,25,0.086,0.071
x,dot_23,25,0.154,0.102
c1x,dot_23,25,0.123,0.141
y,dot_23,25,0.128,0.155
c2y,dot_23,25,0.092,0.092
answer,dot_23,26,0.114,0.102
x,dot_23,26,0.215,0.113
c1x,dot_23,26,0.096,0.114
y,dot_23,26,0.098,0.12
c2y,dot_23,26,0.106,0.105
answer,dot_23,27,0.119,0.115
x,dot_23,27,0.184,0.105
c1x,dot_23,27,0.082,0.101
y,dot_23,27,0.096,0.096
c2y,dot_23,27,0.114,0.11
answer,dot_23,28,0.129,0.103
x,dot_23,28,0.151,0.097
c1x,dot_23,28,0.088,0.111
y,dot_23,28,0.116,0.107
c2y,dot_23,28,0.11,0.118
answer,dot_24,0,0.048,0.048
x,dot_24,0,0.112,0.112
c1x,dot_24,0,0.041,0.041
y,dot_24,0,0.042,0.042
c2y,dot_24,0,0.042,0.042
answer,dot_24,1,0.106,0.12
x,dot_24,1,0.119,0.096
c1x,dot_24,1,0.112,0.107
y,dot_24,1,0.109,0.111
c2y,dot_24,1,0.099,0.109
answer,dot_24,2,0.107,0.117
x,dot_24,2,0.123,0.09
c1x,dot_24,2,0.109,0.118
y,dot_24,2,0.114,0.131
c2y,dot_24,2,0.109,0.113
answer,dot_24,3,0.109,0.11
x,dot_24,3,0.117,0.085
c1x,dot_24,3,0.137,0.129
y,dot_24,3,0.123,0.155
c2y,dot_24,3,0.102,0.119
answer,dot_24,4,0.111,0.099
x,dot_24,4,0.111,0.09
c1x,dot_24,4,0.115,0.119
y,dot_24,4,0.114,0.139
c2y,dot_24,4,0.112,0.099
answer,dot_24,5,0.108,0.091
x,dot_24,5,0.1,0.081
c1x,dot_24,5,0.094,0.116
y,dot_24,5,0.114,0.114
c2y,dot_24,5,0.101,0.091
answer,dot_24,6,0.101,0.088
x,dot_24,6,0.084,0.07
c1x,dot_24,6,0.093,0.104
y,dot_24,6,0.102,0.111
c2y,dot_24,6,0.103,0.087
answer,dot_24,7,0.086,0.094
x,dot_24,7,0.104,0.082
c1x,dot_24,7,0.103,0.102
y,dot_24,7,0.106,0.111
c2y,dot_24,7,0.089,0.108
answer,dot_24,8,0.093,0.077
x,dot_24,8,0.084,0.083
c1x,dot_24,8,0.092,0.09
y,dot_24,8,0.103,0.117
c2y,dot_24,8,0.103,0.099
answer,dot_24,9,0.101,0.097
x,dot_24,9,0.108,0.104
c1x,dot_24,9,0.103,0.1
y,dot_24,9,0.118,0.13
c2y,dot_24,9,0.106,0.105
answer,dot_24,10,0.117,0.108
x,dot_24,10,0.102,0.116
c1x,dot_24,10,0.114,0.113
y,dot_24,10,0.11,0.139
c2y,dot_24,10,0.106,0.118
answer,dot_24,11,0.112,0.098
x,dot_24,11,0.096,0.087
c1x,dot_24,11,0.089,0.101
y,dot_24,11,0.103,0.115
c2y,dot_24,11,0.106,0.108
answer,dot_24,12,0.117,0.106
x,dot_24,12,0.104,0.1
c1x,dot_24,12,0.123,0.118
y,dot_24,12,0.118,0.131
c2y,dot_24,12,0.117,0.107
answer,dot_24,13,0.096,0.087
x,dot_24,13,0.094,0.093
c1x,dot_24,13,0.106,0.107
y,dot_24,13,0.104,0.106
c2y,dot_24,13,0.106,0.115
answer,dot_24,14,0.113,0.095
x,dot_24,14,0.099,0.093
c1x,dot_24,14,0.134,0.106
y,dot_24,14,0.124,0.121
c2y,dot_24,14,0.113,0.109
answer,dot_24,15,0.107,0.094
x,dot_24,15,0.089,0.095
c1x,dot_24,15,0.11,0.109
y,dot_24,15,0.108,0.115
c2y,dot_24,15,0.116,0.111
answer,dot_24,16,0.108,0.089
x,dot_24,16,0.086,0.088
c1x,dot_24,16,0.111,0.092
y,dot_24,16,0.102,0.104
c2y,dot_24,16,0.101,0.084
answer,dot_24,17,0.106,0.112
x,dot_24,17,0.094,0.089
c1x,dot_24,17,0.133,0.123
y,dot_24,17,0.131,0.15
c2y,dot_24,17,0.103,0.105
answer,dot_24,18,0.114,0.103
x,dot_24,18,0.087,0.098
c1x,dot_24,18,0.124,0.134
y,dot_24,18,0.129,0.137
c2y,dot_24,18,0.119,0.097
answer,dot_24,19,0.129,0.113
x,dot_24,19,0.096,0.103
c1x,dot_24,19,0.15,0.149
y,dot_24,19,0.139,0.148
c2y,dot_24,19,0.117,0.103
answer,dot_24,20,0.122,0.098
x,dot_24,20,0.095,0.098
c1x,dot_24,20,0.131,0.139
y,dot_24,20,0.131,0.135
c2y,dot_24,20,0.124,0.091
answer,dot_24,21,0.097,0.098
x,dot_24,21,0.097,0.095
c1x,dot_24,21,0.154,0.152
y,dot_24,21,0.153,0.161
c2y,dot_24,21,0.093,0.107
answer,dot_24,22,0.1,0.113
x,dot_24,22,0.113,0.102
c1x,dot_24,22,0.151,0.155
y,dot_24,22,0.156,0.156
c2y,dot_24,22,0.104,0.114
answer,dot_24,23,0.144,0.151
x,dot_24,23,0.118,0.112
c1x,dot_24,23,0.142,0.146
y,dot_24,23,0.144,0.146
c2y,dot_24,23,0.146,0.154
answer,dot_24,24,0.146,0.146
x,dot_24,24,0.143,0.112
c1x,dot_24,24,0.126,0.141
y,dot_24,24,0.13,0.137
c2y,dot_24,24,0.15,0.152
answer,dot_24,25,0.14,0.139
x,dot_24,25,0.148,0.107
c1x,dot_24,25,0.12,0.13
y,dot_24,25,0.125,0.142
c2y,dot_24,25,0.145,0.13
answer,dot_24,26,0.134,0.138
x,dot_24,26,0.157,0.117
c1x,dot_24,26,0.125,0.138
y,dot_24,26,0.121,0.142
c2y,dot_24,26,0.137,0.138
answer,dot_24,27,0.117,0.124
x,dot_24,27,0.198,0.117
c1x,dot_24,27,0.104,0.123
y,dot_24,27,0.105,0.129
c2y,dot_24,27,0.126,0.12
answer,dot_24,28,0.115,0.121
x,dot_24,28,0.162,0.103
c1x,dot_24,28,0.123,0.128
y,dot_24,28,0.121,0.13
c2y,dot_24,28,0.12,0.119
answer,final,0,0.174,0.174
x,final,0,0.086,0.086
c1x,final,0,0.46,0.46
y,final,0,0.45,0.45
c2y,final,0,0.17,0.17
answer,final,1,0.088,0.121
x,final,1,0.091,0.123
c1x,final,1,0.121,0.135
y,final,1,0.137,0.129
c2y,final,1,0.079,0.081
answer,final,2,0.094,0.098
x,final,2,0.101,0.106
c1x,final,2,0.089,0.095
y,final,2,0.101,0.103
c2y,final,2,0.092,0.091
answer,final,3,0.081,0.103
x,final,3,0.079,0.091
c1x,final,3,0.091,0.086
y,final,3,0.092,0.106
c2y,final,3,0.087,0.089
answer,final,4,0.11,0.108
x,final,4,0.092,0.094
c1x,final,4,0.092,0.072
y,final,4,0.1,0.097
c2y,final,4,0.102,0.107
answer,final,5,0.093,0.091
x,final,5,0.108,0.072
c1x,final,5,0.098,0.104
y,final,5,0.106,0.116
c2y,final,5,0.087,0.099
answer,final,6,0.076,0.07
x,final,6,0.09,0.088
c1x,final,6,0.083,0.07
y,final,6,0.093,0.072
c2y,final,6,0.067,0.074
answer,final,7,0.076,0.082
x,final,7,0.084,0.088
c1x,final,7,0.089,0.087
y,final,7,0.104,0.088
c2y,final,7,0.065,0.068
answer,final,8,0.09,0.095
x,final,8,0.091,0.086
c1x,final,8,0.111,0.092
y,final,8,0.114,0.105
c2y,final,8,0.092,0.088
answer,final,9,0.079,0.083
x,final,9,0.086,0.086
c1x,final,9,0.075,0.08
y,final,9,0.083,0.09
c2y,final,9,0.08,0.08
answer,final,10,0.087,0.11
x,final,10,0.096,0.102
c1x,final,10,0.065,0.077
y,final,10,0.084,0.093
c2y,final,10,0.076,0.09
answer,final,11,0.112,0.116
x,final,11,0.096,0.093
c1x,final,11,0.097,0.113
y,final,11,0.107,0.133
c2y,final,11,0.103,0.088
answer,final,12,0.122,0.1
x,final,12,0.112,0.101
c1x,final,12,0.11,0.12
y,final,12,0.111,0.125
c2y,final,12,0.114,0.103
answer,final,13,0.107,0.092
x,final,13,0.106,0.096
c1x,final,13,0.103,0.108
y,final,13,0.101,0.119
c2y,final,13,0.101,0.101
answer,final,14,0.119,0.103
x,final,14,0.083,0.1
c1x,final,14,0.107,0.117
y,final,14,0.106,0.103
c2y,final,14,0.116,0.102
answer,final,15,0.157,0.13
x,final,15,0.104,0.102
c1x,final,15,0.123,0.119
y,final,15,0.117,0.12
c2y,final,15,0.157,0.147
answer,final,16,0.138,0.122
x,final,16,0.106,0.09
c1x,final,16,0.145,0.135
y,final,16,0.128,0.15
c2y,final,16,0.14,0.131
answer,final,17,0.14,0.108
x,final,17,0.13,0.091
c1x,final,17,0.138,0.122
y,final,17,0.136,0.149
c2y,final,17,0.132,0.127
answer,final,18,0.125,0.098
x,final,18,0.129,0.089
c1x,final,18,0.123,0.134
y,final,18,0.132,0.126
c2y,final,18,0.12,0.116
answer,final,19,0.098,0.111
x,final,19,0.11,0.096
c1x,final,19,0.122,0.128
y,final,19,0.118,0.127
c2y,final,19,0.109,0.103
answer,final,20,0.098,0.095
x,final,20,0.128,0.1
c1x,final,20,0.12,0.109
y,final,20,0.116,0.112
c2y,final,20,0.095,0.104
answer,final,21,0.086,0.091
x,final,21,0.119,0.082
c1x,final,21,0.126,0.136
y,final,21,0.126,0.129
c2y,final,21,0.075,0.088
answer,final,22,0.118,0.125
x,final,22,0.122,0.114
c1x,final,22,0.13,0.121
y,final,22,0.116,0.117
c2y,final,22,0.116,0.122
answer,final,23,0.106,0.144
x,final,23,0.201,0.101
c1x,final,23,0.085,0.098
y,final,23,0.087,0.105
c2y,final,23,0.111,0.125
answer,final,24,0.082,0.108
x,final,24,0.128,0.107
c1x,final,24,0.099,0.086
y,final,24,0.106,0.095
c2y,final,24,0.082,0.127
answer,final,25,0.085,0.115
x,final,25,0.079,0.105
c1x,final,25,0.198,0.094
y,final,25,0.156,0.099
c2y,final,25,0.083,0.117
answer,final,26,0.089,0.111
x,final,26,0.067,0.102
c1x,final,26,0.199,0.101
y,final,26,0.171,0.11
c2y,final,26,0.086,0.128
answer,final,27,0.08,0.103
